SubscriberKey,Event,Domain,Timestamp,JobID
alexanderowens@example.com,open,example.com,2024-04-12 02:17:20.147210,436466
alexanderowens@example.com,click,example.com,2024-04-12 02:23:08.147210,243237
alexanderowens@example.com,sent,example.com,2024-04-15 22:04:39.761506,577041
alexanderowens@example.com,click,example.com,2024-04-15 22:13:17.761506,855010
alexanderowens@example.com,sent,example.com,2024-04-17 05:52:12.900542,701968
alexanderowens@example.com,open,example.com,2024-04-17 06:22:12.900542,785129
alexanderowens@example.com,sent,example.com,2024-04-18 06:32:16.084423,943918
alexanderowens@example.com,click,example.com,2024-04-18 06:38:19.084423,577041
alexanderowens@example.com,unsub,example.com,2024-04-18 06:38:19.084423,736652
alexandra36@example.com,sent,example.com,2024-04-10 07:05:22.331548,217868
alexandra36@example.com,open,example.com,2024-04-10 07:46:22.331548,795586
alexandra36@example.com,open,example.com,2024-04-19 13:46:59.970885,855010
alexandra36@example.com,click,example.com,2024-04-19 13:54:45.970885,730458
alexandra36@example.com,click,example.com,2024-04-19 14:03:33.970885,964505
alexandra36@example.com,open,example.com,2024-04-19 14:47:33.970885,785129
alexandra36@example.com,sent,example.com,2024-04-29 04:10:12.064054,243237
alexandra36@example.com,open,example.com,2024-04-29 04:17:12.064054,736652
alexandra36@example.com,click,example.com,2024-04-29 04:25:20.064054,735189
alexandra36@example.com,click,example.com,2024-04-29 04:28:11.064054,411052
alexandra36@example.com,open,example.com,2024-04-29 04:40:11.064054,436466
alexandra36@example.com,unsub,example.com,2024-04-29 04:40:11.064054,785129
alexandra90@example.org,click,example.org,2024-04-03 23:37:30.462657,412782
alexandra90@example.org,click,example.org,2024-04-03 23:42:10.462657,736652
alexandra90@example.org,unsub,example.org,2024-04-03 23:42:10.462657,411052
alexandria21@example.net,unsub,example.net,2024-04-28 15:50:50.578102,785129
alexiscannon@example.com,unsub,example.com,2024-04-21 17:51:37.452736,334812
alexischarles@example.net,sent,example.net,2024-04-01 21:59:29.840147,577041
alexischarles@example.net,unsub,example.net,2024-04-01 21:59:29.840147,217868
alexischarles@example.net,sent,example.net,2024-04-15 06:31:51.422164,795586
alicia46@example.net,sent,example.net,2024-04-22 21:04:09.540054,785129
alicia46@example.net,click,example.net,2024-04-22 21:13:12.540054,436466
alicia46@example.net,open,example.net,2024-04-22 21:31:12.540054,735189
alicia46@example.net,click,example.net,2024-04-22 21:35:00.540054,577041
alicia46@example.net,unsub,example.net,2024-04-22 21:35:00.540054,701968
alicia46@example.net,click,example.net,2024-04-29 18:05:55.537004,577041
alicia89@example.com,open,example.com,2024-04-13 11:11:17.586507,442411
alicia89@example.com,open,example.com,2024-04-13 11:59:17.586507,736652
alicia89@example.com,open,example.com,2024-04-13 12:05:17.586507,964505
alicia89@example.com,sent,example.com,2024-04-21 12:24:43.005859,217868
alicia89@example.com,click,example.com,2024-04-21 12:32:25.005859,943918
alicia89@example.com,click,example.com,2024-04-21 12:37:01.005859,735189
alicia89@example.com,open,example.com,2024-04-21 13:19:01.005859,411052
alicia89@example.com,click,example.com,2024-04-21 13:28:03.005859,436466
alicia89@example.com,click,example.com,2024-04-21 13:33:24.005859,964505
alicia89@example.com,open,example.com,2024-04-21 14:10:24.005859,577041
alicia89@example.com,open,example.com,2024-04-21 14:27:24.005859,442411
alicia89@example.com,unsub,example.com,2024-04-21 14:27:24.005859,217868
alicia89@example.com,sent,example.com,2024-04-26 04:39:54.737400,436466
allen40@example.org,sent,example.org,2024-04-01 04:29:08.600486,769322
allen40@example.org,sent,example.org,2024-04-18 18:12:52.050460,855010
allen40@example.org,click,example.org,2024-04-18 18:13:37.050460,688897
allen40@example.org,open,example.org,2024-04-18 18:35:37.050460,701968
allen40@example.org,unsub,example.org,2024-04-18 18:35:37.050460,577041
allen40@example.org,sent,example.org,2024-04-20 11:01:33.289647,688897
allen40@example.org,click,example.org,2024-04-20 11:06:06.289647,334812
allen40@example.org,click,example.org,2024-04-20 11:07:05.289647,411052
allen40@example.org,click,example.org,2024-04-21 02:24:36.980792,217868
allen85@example.com,open,example.com,2024-04-01 01:53:56.209282,736652
allen85@example.com,click,example.com,2024-04-01 01:57:51.209282,442411
allen85@example.com,open,example.com,2024-04-01 02:16:51.209282,442411
allen85@example.com,open,example.com,2024-04-01 02:17:51.209282,243237
allen85@example.com,sent,example.com,2024-04-27 07:29:25.862428,411052
allen85@example.com,unsub,example.com,2024-04-27 07:29:25.862428,442411
allenmorgan@example.com,sent,example.com,2024-04-01 02:55:20.207145,964505
allenmorgan@example.com,sent,example.com,2024-04-27 19:52:12.232661,243237
allenmorgan@example.com,unsub,example.com,2024-04-27 19:52:12.232661,964505
allenshannon@example.org,sent,example.org,2024-04-02 06:14:29.646720,701968
allenshannon@example.org,unsub,example.org,2024-04-02 06:14:29.646720,701968
allenshannon@example.org,sent,example.org,2024-04-02 20:29:31.264725,436466
allenshannon@example.org,open,example.org,2024-04-02 20:51:31.264725,701968
allenshannon@example.org,sent,example.org,2024-04-05 05:12:09.829954,243237
allenshannon@example.org,open,example.org,2024-04-05 05:15:09.829954,688897
allenshannon@example.org,click,example.org,2024-04-05 05:21:32.829954,411052
allenshannon@example.org,click,example.org,2024-04-05 05:25:17.829954,688897
allenshannon@example.org,click,example.org,2024-04-05 05:35:14.829954,769322
allenshannon@example.org,click,example.org,2024-04-05 05:42:12.829954,577041
allenshannon@example.org,sent,example.org,2024-04-12 20:10:10.793026,730458
allenshannon@example.org,click,example.org,2024-04-12 20:15:14.793026,334812
allenshannon@example.org,sent,example.org,2024-04-19 10:29:04.508418,688897
allenshannon@example.org,open,example.org,2024-04-19 11:16:04.508418,334812
allenshannon@example.org,click,example.org,2024-04-19 11:22:51.508418,943918
allenshannon@example.org,sent,example.org,2024-04-24 16:42:31.722855,412782
allenspencer@example.org,sent,example.org,2024-04-23 10:54:33.654627,577041
allenspencer@example.org,unsub,example.org,2024-04-23 10:54:33.654627,736652
allison94@example.com,sent,example.com,2024-04-04 05:19:22.511661,855010
allison94@example.com,unsub,example.com,2024-04-04 05:19:22.511661,730458
allison94@example.com,open,example.com,2024-04-09 11:28:16.079855,334812
allison94@example.com,open,example.com,2024-04-09 11:52:16.079855,736652
allison94@example.com,sent,example.com,2024-04-10 14:59:41.558872,217868
allison94@example.com,open,example.com,2024-04-10 15:16:41.558872,577041
allison94@example.com,open,example.com,2024-04-10 15:32:41.558872,217868
allison94@example.com,open,example.com,2024-04-10 16:16:41.558872,217868
allison94@example.com,click,example.com,2024-04-10 16:21:47.558872,735189
allisonlivingston@example.com,sent,example.com,2024-04-08 13:16:34.114081,795586
allisonlivingston@example.com,unsub,example.com,2024-04-08 13:16:34.114081,736652
allisonlivingston@example.com,sent,example.com,2024-04-26 21:55:17.228090,701968
alopez@example.com,sent,example.com,2024-04-29 04:07:51.491279,730458
alopez@example.com,click,example.com,2024-04-29 04:08:51.491279,436466
alopez@example.com,unsub,example.com,2024-04-29 04:08:51.491279,688897
alyssanelson@example.net,open,example.net,2024-04-04 16:01:16.861871,795586
alyssanelson@example.net,unsub,example.net,2024-04-04 16:01:16.861871,355427
amanda17@example.net,sent,example.net,2024-04-06 18:16:49.433485,688897
amanda17@example.net,sent,example.net,2024-04-07 09:52:00.112877,412782
amanda17@example.net,open,example.net,2024-04-07 10:09:00.112877,735189
amanda17@example.net,sent,example.net,2024-04-07 10:22:40.563593,243237
amanda17@example.net,unsub,example.net,2024-04-07 10:22:40.563593,701968
amanda17@example.net,open,example.net,2024-04-07 10:41:00.112877,411052
amanda17@example.net,click,example.net,2024-04-18 12:46:01.775279,785129
amanda17@example.net,sent,example.net,2024-04-18 13:33:38.744966,855010
amandaschmitt@example.org,unsub,example.org,2024-04-26 06:28:15.866309,730458
amber83@example.com,sent,example.com,2024-04-03 05:04:30.343466,730458
amber83@example.com,sent,example.com,2024-04-07 22:53:31.021406,730458
amber83@example.com,open,example.com,2024-04-12 13:58:31.353903,964505
amber83@example.com,sent,example.com,2024-04-15 13:10:12.535260,334812
amber83@example.com,click,example.com,2024-04-15 13:13:45.535260,217868
amber83@example.com,open,example.com,2024-04-15 14:06:45.535260,412782
amber83@example.com,unsub,example.com,2024-04-15 14:06:45.535260,355427
amber83@example.com,sent,example.com,2024-04-18 09:58:03.171311,442411
amber83@example.com,click,example.com,2024-04-18 10:04:21.171311,769322
amber83@example.com,sent,example.com,2024-04-21 04:56:12.068090,736652
amber83@example.com,sent,example.com,2024-04-22 12:42:18.247603,769322
amber83@example.com,open,example.com,2024-04-22 13:39:18.247603,688897
amber83@example.com,sent,example.com,2024-04-24 02:16:22.993065,577041
amber83@example.com,click,example.com,2024-04-24 02:26:19.993065,769322
amber83@example.com,click,example.com,2024-04-24 02:31:41.993065,442411
amber83@example.com,open,example.com,2024-04-24 02:35:41.993065,411052
amber83@example.com,click,example.com,2024-04-24 02:43:22.993065,688897
amber83@example.com,open,example.com,2024-04-24 03:05:22.993065,769322
amber83@example.com,click,example.com,2024-04-24 03:13:07.993065,412782
amy10@example.net,sent,example.net,2024-04-05 07:36:46.090211,736652
amy10@example.net,sent,example.net,2024-04-13 16:46:56.848444,769322
amy10@example.net,click,example.net,2024-04-13 16:51:40.848444,735189
amy10@example.net,sent,example.net,2024-04-14 23:18:45.792737,334812
amy10@example.net,sent,example.net,2024-04-19 05:11:18.537503,735189
amy10@example.net,unsub,example.net,2024-04-19 05:11:18.537503,442411
amy24@example.net,click,example.net,2024-04-07 14:30:37.373067,785129
amy24@example.net,click,example.net,2024-04-07 14:31:32.373067,688897
amy24@example.net,click,example.net,2024-04-07 14:35:25.373067,769322
amy24@example.net,unsub,example.net,2024-04-07 14:35:25.373067,795586
amy51@example.com,click,example.com,2024-04-01 08:29:26.079204,943918
amy51@example.com,unsub,example.com,2024-04-01 08:29:26.079204,735189
amy93@example.com,click,example.com,2024-04-16 09:09:28.136528,355427
amy93@example.com,unsub,example.com,2024-04-16 09:09:28.136528,736652
amypayne@example.net,sent,example.net,2024-04-12 10:24:30.799577,769322
amypayne@example.net,unsub,example.net,2024-04-12 10:24:30.799577,217868
amypayne@example.net,click,example.net,2024-04-16 17:09:11.414118,577041
andersoncolin@example.org,sent,example.org,2024-04-19 07:39:33.087208,577041
andersoncolin@example.org,open,example.org,2024-04-19 07:58:33.087208,769322
andersoncolin@example.org,click,example.org,2024-04-19 08:05:32.087208,730458
andersoncolin@example.org,open,example.org,2024-04-19 08:59:32.087208,412782
andersoncolin@example.org,unsub,example.org,2024-04-19 08:59:32.087208,577041
andersonjames@example.org,click,example.org,2024-04-15 04:44:36.993071,735189
andersonjames@example.org,unsub,example.org,2024-04-15 04:44:36.993071,730458
andersonmatthew@example.net,unsub,example.net,2024-04-26 15:13:32.251553,577041
andersonnatalie@example.org,sent,example.org,2024-04-14 13:10:36.307412,785129
andersonnatalie@example.org,unsub,example.org,2024-04-14 13:10:36.307412,217868
andersonnatalie@example.org,click,example.org,2024-04-22 12:49:51.001290,769322
andersonnatalie@example.org,click,example.org,2024-04-22 12:52:36.001290,730458
andersonnatalie@example.org,click,example.org,2024-04-22 12:59:39.001290,785129
andrea29@example.net,click,example.net,2024-04-10 13:26:31.148722,736652
andrea29@example.net,unsub,example.net,2024-04-10 13:26:31.148722,769322
andrea34@example.net,unsub,example.net,2024-04-26 14:50:31.496042,355427
andrea63@example.org,click,example.org,2024-04-09 12:20:41.014244,442411
andrea63@example.org,click,example.org,2024-04-09 12:28:18.014244,411052
andrea63@example.org,click,example.org,2024-04-09 12:37:05.014244,855010
andrea63@example.org,unsub,example.org,2024-04-09 12:37:05.014244,577041
andrerodriguez@example.com,open,example.com,2024-04-09 02:22:13.416831,769322
andrerodriguez@example.com,unsub,example.com,2024-04-09 02:22:13.416831,730458
andres59@example.net,sent,example.net,2024-04-11 13:46:44.329434,795586
andres59@example.net,unsub,example.net,2024-04-11 13:46:44.329434,577041
andrewhawkins@example.com,click,example.com,2024-04-13 04:30:04.985195,964505
andrewhawkins@example.com,unsub,example.com,2024-04-13 04:30:04.985195,334812
anewton@example.com,sent,example.com,2024-04-05 10:15:44.994123,411052
anewton@example.com,open,example.com,2024-04-05 11:11:44.994123,736652
anewton@example.com,unsub,example.com,2024-04-05 11:11:44.994123,855010
anewton@example.com,click,example.com,2024-04-17 21:50:00.951792,964505
anewton@example.com,click,example.com,2024-04-17 21:57:15.951792,730458
angela82@example.org,open,example.org,2024-04-19 23:21:00.523387,701968
angela82@example.org,open,example.org,2024-04-20 00:00:00.523387,688897
angela82@example.org,open,example.org,2024-04-20 00:03:00.523387,355427
angela82@example.org,click,example.org,2024-04-20 00:04:51.523387,436466
angela82@example.org,click,example.org,2024-04-20 00:10:00.523387,855010
angela82@example.org,click,example.org,2024-04-20 00:10:30.523387,736652
angela82@example.org,open,example.org,2024-04-20 00:53:30.523387,943918
angela82@example.org,sent,example.org,2024-04-22 20:23:42.349877,964505
angela82@example.org,click,example.org,2024-04-22 20:23:58.349877,217868
angela82@example.org,open,example.org,2024-04-22 20:57:58.349877,334812
angela82@example.org,unsub,example.org,2024-04-22 20:57:58.349877,769322
angelagreen@example.net,click,example.net,2024-04-23 18:45:22.220495,688897
angelagreen@example.net,click,example.net,2024-04-23 18:53:17.220495,785129
angelagreen@example.net,click,example.net,2024-04-23 18:57:58.220495,701968
angelagreen@example.net,unsub,example.net,2024-04-23 18:57:58.220495,795586
angelarodriguez@example.net,unsub,example.net,2024-04-07 12:57:09.542326,436466
angelawilliams@example.com,sent,example.com,2024-04-12 11:25:05.148883,943918
angelawilliams@example.com,open,example.com,2024-04-12 11:41:05.148883,355427
angelawilliams@example.com,unsub,example.com,2024-04-12 11:41:05.148883,243237
angelicahuang@example.com,sent,example.com,2024-04-06 03:29:11.495865,735189
angelicahuang@example.com,click,example.com,2024-04-06 03:35:56.495865,769322
angelicahuang@example.com,click,example.com,2024-04-06 03:43:17.495865,411052
angelicahuang@example.com,unsub,example.com,2024-04-06 03:43:17.495865,795586
angelicahuang@example.com,sent,example.com,2024-04-09 02:47:46.556868,334812
angelicahuang@example.com,sent,example.com,2024-04-10 07:59:21.131617,769322
angelicahuang@example.com,click,example.com,2024-04-10 08:02:44.131617,412782
angelicahuang@example.com,sent,example.com,2024-04-14 02:04:39.056037,964505
angelicahuang@example.com,sent,example.com,2024-04-25 08:33:32.401515,795586
angelicahuang@example.com,sent,example.com,2024-04-26 05:34:16.406726,577041
angelicahuang@example.com,click,example.com,2024-04-26 05:43:49.406726,769322
angelicahuang@example.com,click,example.com,2024-04-26 05:52:54.406726,412782
angelicahuang@example.com,open,example.com,2024-04-26 10:11:05.713779,785129
angelicahuang@example.com,sent,example.com,2024-04-26 15:51:00.831612,855010
anita58@example.net,sent,example.net,2024-04-02 01:16:13.254526,735189
anita58@example.net,sent,example.net,2024-04-07 15:02:33.896038,688897
anita58@example.net,click,example.net,2024-04-07 15:05:35.896038,217868
anita58@example.net,click,example.net,2024-04-07 15:10:46.896038,855010
anita58@example.net,open,example.net,2024-04-07 15:35:46.896038,217868
anita58@example.net,unsub,example.net,2024-04-07 15:35:46.896038,688897
anna53@example.net,sent,example.net,2024-04-18 13:06:39.689568,334812
anna53@example.net,click,example.net,2024-04-18 13:10:28.689568,334812
anna53@example.net,open,example.net,2024-04-18 13:23:28.689568,442411
anna53@example.net,unsub,example.net,2024-04-18 13:23:28.689568,442411
anna53@example.net,click,example.net,2024-04-25 05:06:16.335713,943918
anna88@example.net,open,example.net,2024-04-17 08:45:00.142281,735189
anna88@example.net,click,example.net,2024-04-17 08:49:46.142281,217868
anna88@example.net,open,example.net,2024-04-17 09:00:46.142281,735189
anna88@example.net,click,example.net,2024-04-17 09:01:45.142281,217868
anna88@example.net,open,example.net,2024-04-17 09:09:45.142281,701968
anna88@example.net,click,example.net,2024-04-17 09:12:45.142281,436466
anna88@example.net,unsub,example.net,2024-04-17 09:12:45.142281,334812
annette78@example.com,sent,example.com,2024-04-01 16:40:18.873452,701968
annette78@example.com,open,example.com,2024-04-01 16:59:18.873452,243237
annette78@example.com,unsub,example.com,2024-04-01 16:59:18.873452,735189
anthony08@example.net,sent,example.net,2024-04-15 21:13:04.898551,964505
anthony08@example.net,sent,example.net,2024-04-19 10:44:08.155049,577041
anthony08@example.net,unsub,example.net,2024-04-19 10:44:08.155049,736652
anthony08@example.net,open,example.net,2024-04-21 16:31:38.407951,355427
anthony61@example.net,sent,example.net,2024-04-12 03:42:15.877226,785129
anthony61@example.net,unsub,example.net,2024-04-12 03:42:15.877226,411052
anthony61@example.net,sent,example.net,2024-04-25 20:48:59.855650,355427
anthony61@example.net,click,example.net,2024-04-25 20:49:04.855650,736652
anthony61@example.net,open,example.net,2024-04-29 22:16:13.228971,964505
anthony61@example.net,open,example.net,2024-04-29 22:18:13.228971,411052
anthony94@example.net,sent,example.net,2024-04-28 13:43:55.309529,411052
anthony94@example.net,unsub,example.net,2024-04-28 13:43:55.309529,411052
anthony94@example.net,open,example.net,2024-04-29 14:34:02.418257,436466
anthonycarter@example.com,unsub,example.com,2024-04-16 06:12:00.311165,736652
anthonydurham@example.org,unsub,example.org,2024-04-15 17:04:42.793542,943918
anthonywilliams@example.net,click,example.net,2024-04-22 11:01:45.310691,688897
anthonywilliams@example.net,unsub,example.net,2024-04-22 11:01:45.310691,412782
arellanokathleen@example.com,sent,example.com,2024-04-06 13:20:32.965422,855010
arellanokathleen@example.com,sent,example.com,2024-04-15 01:55:54.228351,943918
arellanokathleen@example.com,click,example.com,2024-04-15 02:02:22.228351,735189
arellanokathleen@example.com,click,example.com,2024-04-15 02:11:37.228351,688897
arellanokathleen@example.com,click,example.com,2024-04-15 02:21:31.228351,795586
arellanokathleen@example.com,click,example.com,2024-04-15 02:24:56.228351,243237
arellanokathleen@example.com,click,example.com,2024-04-15 02:24:59.228351,735189
arellanokathleen@example.com,unsub,example.com,2024-04-15 02:24:59.228351,442411
arellanokathleen@example.com,open,example.com,2024-04-15 12:01:38.744660,964505
arroyogeorge@example.org,click,example.org,2024-04-03 03:35:45.819937,334812
arroyogeorge@example.org,click,example.org,2024-04-03 03:43:15.819937,855010
arroyogeorge@example.org,unsub,example.org,2024-04-03 03:43:15.819937,217868
asanders@example.net,sent,example.net,2024-04-15 22:00:39.670806,964505
asanders@example.net,click,example.net,2024-04-15 22:04:51.670806,736652
asanders@example.net,unsub,example.net,2024-04-15 22:04:51.670806,436466
aschaefer@example.org,click,example.org,2024-04-22 03:42:06.911315,577041
aschaefer@example.org,unsub,example.org,2024-04-22 03:42:06.911315,334812
ashlee74@example.com,sent,example.com,2024-04-24 00:39:22.909006,736652
ashlee74@example.com,unsub,example.com,2024-04-24 00:39:22.909006,855010
ashlee74@example.com,open,example.com,2024-04-24 07:48:27.249016,943918
ashley45@example.com,unsub,example.com,2024-04-03 09:43:10.666700,243237
ashley63@example.net,unsub,example.net,2024-04-02 22:29:45.488337,577041
ashley71@example.org,unsub,example.org,2024-04-25 05:14:43.118305,577041
ashleymiller@example.org,sent,example.org,2024-04-03 22:46:53.637492,217868
ashleymiller@example.org,click,example.org,2024-04-03 22:51:55.637492,442411
ashleymiller@example.org,sent,example.org,2024-04-11 11:05:24.565750,243237
ashleymiller@example.org,open,example.org,2024-04-11 11:06:24.565750,436466
ashleymiller@example.org,open,example.org,2024-04-11 11:17:24.565750,436466
ashleymiller@example.org,open,example.org,2024-04-11 11:54:24.565750,688897
ashleymiller@example.org,unsub,example.org,2024-04-11 11:54:24.565750,243237
ashleymiller@example.org,sent,example.org,2024-04-13 09:35:34.195796,217868
ashleymiller@example.org,open,example.org,2024-04-13 09:41:34.195796,688897
ashleymiller@example.org,click,example.org,2024-04-13 09:49:39.195796,411052
ashleymiller@example.org,click,example.org,2024-04-13 09:55:58.195796,943918
ashleymiller@example.org,click,example.org,2024-04-13 09:57:46.195796,334812
ashleymiller@example.org,sent,example.org,2024-04-23 01:37:21.140365,334812
ashleypayne@example.org,unsub,example.org,2024-04-17 21:21:20.806342,855010
athompson@example.org,unsub,example.org,2024-04-06 05:39:50.091505,442411
audrey67@example.org,open,example.org,2024-04-11 07:27:42.476030,701968
audrey67@example.org,unsub,example.org,2024-04-11 07:27:42.476030,411052
audreybates@example.net,open,example.net,2024-04-03 11:22:42.573287,334812
audreybates@example.net,open,example.net,2024-04-03 11:58:42.573287,769322
audreybates@example.net,open,example.net,2024-04-03 12:55:42.573287,855010
audreybates@example.net,click,example.net,2024-04-03 12:58:13.573287,217868
audreybates@example.net,click,example.net,2024-04-03 13:04:26.573287,855010
audreybates@example.net,click,example.net,2024-04-03 13:07:45.573287,243237
audreybates@example.net,unsub,example.net,2024-04-03 13:07:45.573287,411052
austin26@example.com,open,example.com,2024-04-18 19:13:20.079538,243237
austin26@example.com,unsub,example.com,2024-04-18 19:13:20.079538,436466
austinchase@example.com,sent,example.com,2024-04-01 10:34:19.930443,785129
austinchase@example.com,open,example.com,2024-04-01 11:30:19.930443,442411
austinchase@example.com,unsub,example.com,2024-04-01 11:30:19.930443,577041
austinchase@example.com,sent,example.com,2024-04-05 04:31:52.953215,217868
austinchase@example.com,open,example.com,2024-04-05 04:56:52.953215,436466
awallace@example.org,unsub,example.org,2024-04-27 20:59:29.987026,442411
awright@example.com,open,example.com,2024-04-22 20:44:23.074230,964505
awright@example.com,unsub,example.com,2024-04-22 20:44:23.074230,412782
ayoung@example.com,unsub,example.com,2024-04-03 10:11:33.887276,411052
bakerjames@example.com,open,example.com,2024-04-20 15:14:19.403056,412782
bakerjames@example.com,sent,example.com,2024-04-24 14:59:12.731373,943918
bakerjames@example.com,unsub,example.com,2024-04-24 14:59:12.731373,736652
barkertina@example.net,open,example.net,2024-04-17 12:29:56.187152,243237
barkertina@example.net,click,example.net,2024-04-17 12:32:39.187152,964505
